customer_id,age,gender,marital_status,dependents,location,contract_type,payment_method,monthly_charges,tenure_months,phone_service,internet_service,streaming_service,customer_rating,number_of_complaints,late_payments,last_interaction_days,churn
CUST-1006,40,Female,Married,No,Lahore,One Year,Bank Transfer,2432.43,63,No,Yes,Yes,3,3,10,219,0
CUST-1007,31,Male,Married,No,Quetta,Month-to-Month,Credit Card,3246.81,16,No,Yes,No,2,4,10,56,1
CUST-1008,41,Male,Single,No,Lahore,Month-to-Month,Bank Transfer,3756.4,6,No,No,No,2,4,7,242,0
CUST-1009,19,Female,Married,No,Lahore,One Year,Credit Card,1483.41,3,No,Yes,Yes,2,4,9,258,1
CUST-1010,62,Female,Single,No,Quetta,Month-to-Month,Cash,3915.23,14,No,Yes,Yes,4,0,9,1,0
CUST-1011,43,Female,Married,No,Karachi,Month-to-Month,Cash,6578.52,66,No,Yes,No,3,4,6,289,0
CUST-1012,31,Male,Married,No,Peshawar,Month-to-Month,Credit Card,6710.45,67,Yes,No,Yes,1,4,6,103,1
CUST-1013,68,Female,Single,No,Lahore,Two Year,Bank Transfer,3586.73,31,No,No,Yes,2,0,9,292,0
CUST-1014,24,Female,Single,Yes,Quetta,Two Year,Credit Card,4391.06,33,Yes,No,No,1,3,1,149,0
CUST-1015,20,Male,Single,Yes,Islamabad,One Year,Credit Card,752.38,1,Yes,Yes,Yes,4,1,6,84,1
CUST-1016,64,Female,Single,Yes,Lahore,Month-to-Month,Credit Card,5558.24,44,Yes,Yes,Yes,3,5,9,26,1
CUST-1017,40,Male,Married,No,Peshawar,One Year,Cash,3534.54,15,No,Yes,Yes,2,2,10,175,1
CUST-1018,63,Male,Married,No,Karachi,Two Year,Credit Card,3841.08,37,No,Yes,Yes,2,5,9,223,0
CUST-1019,60,Male,Married,No,Lahore,Two Year,Cash,7052.55,27,No,Yes,No,2,4,2,129,1
CUST-1020,64,Female,Single,Yes,Lahore,Month-to-Month,Credit Card,3963.76,48,No,No,No,1,4,6,142,0
CUST-1021,62,Female,Single,No,Quetta,Two Year,Cash,658.94,27,Yes,Yes,No,4,5,3,346,0
CUST-1022,35,Male,Married,Yes,Islamabad,Month-to-Month,Credit Card,2206.18,12,No,Yes,No,3,5,7,302,1
CUST-1023,55,Female,Single,No,Islamabad,Month-to-Month,Credit Card,4067.15,67,Yes,No,Yes,4,4,7,298,0
CUST-1024,52,Female,Married,Yes,Karachi,One Year,Bank Transfer,3682.97,30,No,No,Yes,2,0,5,135,0
CUST-1025,68,Female,Married,Yes,Peshawar,Month-to-Month,Bank Transfer,6952.78,66,No,Yes,Yes,4,0,2,55,1
CUST-1026,32,Female,Married,Yes,Karachi,Two Year,Credit Card,4566.03,7,Yes,No,Yes,1,0,5,56,0
CUST-1027,42,Male,Married,No,Lahore,Month-to-Month,Credit Card,5672.27,34,Yes,No,No,5,2,5,76,0
CUST-1028,54,Female,Married,Yes,Lahore,One Year,Credit Card,4019.92,32,Yes,No,Yes,5,1,2,319,0
CUST-1029,45,Male,Single,No,Islamabad,Two Year,Credit Card,3797.42,39,No,Yes,Yes,3,4,10,339,0
CUST-1030,27,Male,Single,No,Peshawar,Two Year,Bank Transfer,3847.15,43,No,No,No,3,3,3,355,0
CUST-1031,56,Female,Single,No,Quetta,Month-to-Month,Cash,3581.91,43,Yes,Yes,No,4,5,1,132,0
CUST-1032,34,Male,Married,No,Peshawar,Month-to-Month,Credit Card,4539.38,3,No,No,No,3,5,0,42,0
CUST-1033,56,Female,Married,No,Lahore,One Year,Bank Transfer,2378.33,46,Yes,Yes,Yes,1,4,1,352,0
CUST-1034,39,Female,Married,Yes,Quetta,Month-to-Month,Credit Card,7182.91,32,No,Yes,No,2,4,6,110,0
CUST-1035,43,Male,Married,No,Peshawar,Two Year,Credit Card,2998.14,43,Yes,Yes,Yes,2,4,9,70,1
CUST-1036,61,Male,Single,No,Peshawar,Two Year,Cash,1606.43,3,Yes,No,Yes,4,5,4,284,0
CUST-1037,42,Male,Single,No,Quetta,Month-to-Month,Credit Card,1224.13,63,No,No,No,2,4,8,126,1
CUST-1038,34,Male,Married,No,Lahore,Month-to-Month,Credit Card,600.67,40,Yes,No,No,4,5,2,348,0
CUST-1039,30,Female,Married,No,Peshawar,Month-to-Month,Cash,3671.42,18,No,Yes,No,3,1,1,296,0
CUST-1040,37,Female,Married,Yes,Quetta,Two Year,Cash,1907.08,67,No,No,Yes,3,3,3,179,0
CUST-1041,42,Female,Single,Yes,Lahore,Month-to-Month,Cash,662.36,62,Yes,No,Yes,1,0,1,298,0
CUST-1042,21,Male,Single,No,Quetta,Month-to-Month,Cash,4400.15,10,Yes,Yes,Yes,2,3,10,197,1
CUST-1043,27,Male,Single,Yes,Quetta,Month-to-Month,Bank Transfer,5599.84,52,No,No,No,1,4,6,261,1
CUST-1044,20,Male,Married,Yes,Peshawar,One Year,Bank Transfer,1143.13,46,No,Yes,Yes,5,3,9,101,0
CUST-1045,58,Female,Married,No,Lahore,Month-to-Month,Bank Transfer,3956.91,55,Yes,No,Yes,1,4,5,61,1
CUST-1046,62,Male,Single,Yes,Peshawar,Month-to-Month,Credit Card,6077.22,46,Yes,Yes,Yes,4,3,7,183,1
CUST-1047,35,Female,Married,No,Karachi,Two Year,Cash,7893.55,60,Yes,Yes,Yes,4,2,4,297,0
CUST-1048,64,Male,Single,Yes,Karachi,Two Year,Cash,5503.93,26,No,No,No,1,3,1,9,1
CUST-1049,53,Female,Married,Yes,Lahore,One Year,Bank Transfer,2336.3,27,No,Yes,Yes,3,0,3,206,0
CUST-1050,64,Female,Single,Yes,Quetta,Month-to-Month,Credit Card,5874.15,38,No,No,No,5,0,0,318,1
CUST-1051,39,Male,Married,No,Peshawar,Month-to-Month,Credit Card,4984.47,22,Yes,No,No,1,3,1,54,0
CUST-1052,51,Male,Single,Yes,Peshawar,One Year,Credit Card,2088.49,26,Yes,No,Yes,3,5,3,180,1
CUST-1053,64,Female,Single,Yes,Lahore,Month-to-Month,Bank Transfer,6883.33,69,No,No,Yes,1,5,5,104,0
CUST-1054,25,Female,Single,No,Lahore,Two Year,Credit Card,3705.53,35,No,Yes,No,2,5,3,126,1
CUST-1055,57,Male,Single,No,Karachi,One Year,Credit Card,7714.83,66,Yes,Yes,Yes,4,3,3,34,0
CUST-1056,66,Male,Single,Yes,Islamabad,Month-to-Month,Credit Card,5921.76,51,No,Yes,No,2,5,10,165,0
CUST-1057,61,Female,Single,No,Lahore,Two Year,Cash,5334.22,18,Yes,No,Yes,2,1,9,298,1
CUST-1058,36,Male,Married,Yes,Islamabad,Two Year,Bank Transfer,5962.65,43,Yes,No,Yes,5,3,9,270,1
CUST-1059,59,Female,Married,Yes,Lahore,Month-to-Month,Cash,4085.73,12,Yes,Yes,No,3,0,1,289,0
CUST-1060,58,Female,Married,No,Quetta,One Year,Cash,4289.2,3,No,Yes,Yes,4,5,8,118,0
CUST-1061,54,Male,Single,No,Quetta,Month-to-Month,Bank Transfer,6884.06,7,No,No,No,2,2,9,354,1
CUST-1062,23,Male,Single,No,Karachi,Month-to-Month,Cash,5606.96,6,Yes,No,No,4,5,7,92,1
CUST-1063,69,Male,Married,Yes,Karachi,Month-to-Month,Credit Card,7229.32,45,Yes,No,Yes,3,0,7,100,0
CUST-1064,43,Male,Single,No,Islamabad,One Year,Credit Card,7181.2,39,No,Yes,No,1,1,4,87,0
CUST-1065,51,Male,Single,Yes,Lahore,Two Year,Credit Card,7823.68,51,Yes,No,Yes,2,3,2,234,0
CUST-1066,62,Female,Single,No,Peshawar,One Year,Credit Card,5751.61,9,No,Yes,Yes,3,5,5,124,0
CUST-1067,23,Female,Single,Yes,Karachi,Month-to-Month,Bank Transfer,4267.26,23,No,No,Yes,4,2,8,203,1
CUST-1068,54,Male,Single,No,Peshawar,One Year,Cash,1747.34,12,No,Yes,No,3,0,7,32,1
CUST-1069,50,Male,Married,Yes,Peshawar,Month-to-Month,Cash,5790.35,62,Yes,No,Yes,1,2,6,357,0
CUST-1070,70,Male,Married,No,Lahore,Two Year,Credit Card,2686.83,40,Yes,Yes,Yes,3,4,10,39,0
CUST-1071,39,Female,Married,Yes,Islamabad,Month-to-Month,Credit Card,2622.11,54,Yes,Yes,No,4,0,7,94,0
CUST-1072,38,Male,Married,No,Lahore,Month-to-Month,Cash,2287.16,7,Yes,Yes,No,2,4,3,10,1
CUST-1073,23,Male,Married,No,Karachi,Month-to-Month,Bank Transfer,7063.42,17,No,No,No,2,2,5,215,1
CUST-1074,23,Female,Single,Yes,Peshawar,One Year,Cash,7009.73,50,Yes,Yes,No,5,3,4,100,0
CUST-1075,65,Female,Single,No,Lahore,Month-to-Month,Credit Card,5232.28,24,No,Yes,Yes,4,3,1,244,0
CUST-1076,21,Male,Single,Yes,Lahore,One Year,Credit Card,4047.36,2,Yes,No,Yes,5,3,7,58,0
CUST-1077,47,Male,Single,Yes,Lahore,Month-to-Month,Bank Transfer,5540.86,33,Yes,Yes,Yes,5,4,2,357,0
CUST-1078,28,Male,Married,No,Karachi,Month-to-Month,Cash,5054.22,21,Yes,Yes,Yes,1,3,4,320,1
CUST-1079,47,Female,Married,Yes,Islamabad,Month-to-Month,Bank Transfer,3618.01,53,Yes,No,No,4,1,7,19,0
CUST-1080,48,Male,Married,No,Lahore,Two Year,Bank Transfer,3347.23,46,Yes,Yes,No,2,0,10,357,0
CUST-1081,41,Male,Single,No,Karachi,Two Year,Credit Card,3370.96,45,No,No,Yes,4,0,8,117,0
CUST-1082,26,Male,Married,Yes,Peshawar,Month-to-Month,Cash,4918.5,9,Yes,Yes,No,1,2,8,136,0
CUST-1083,20,Female,Single,No,Quetta,Month-to-Month,Credit Card,5357.52,6,Yes,No,No,4,5,4,327,1
CUST-1084,68,Female,Married,Yes,Karachi,Month-to-Month,Cash,3888.06,51,Yes,Yes,No,4,4,1,296,0
CUST-1085,48,Male,Married,Yes,Quetta,One Year,Credit Card,7765.19,35,Yes,Yes,No,5,0,6,13,0
CUST-1086,57,Male,Single,No,Lahore,Month-to-Month,Credit Card,1128.84,53,Yes,Yes,No,4,4,10,101,0
CUST-1087,54,Female,Single,No,Lahore,Two Year,Cash,3102.85,19,No,No,Yes,5,2,10,155,0
CUST-1088,53,Female,Married,Yes,Karachi,Two Year,Cash,3643.06,69,Yes,Yes,Yes,5,3,6,82,0
CUST-1089,41,Female,Married,Yes,Quetta,Month-to-Month,Credit Card,626.91,25,No,Yes,No,3,5,7,88,1
CUST-1090,48,Female,Single,No,Lahore,Month-to-Month,Cash,3237.18,11,Yes,No,No,1,2,7,105,1
CUST-1091,23,Female,Married,No,Peshawar,Two Year,Credit Card,2552.82,17,No,No,Yes,5,1,4,130,0
CUST-1092,19,Female,Married,No,Islamabad,Two Year,Cash,4295.27,36,Yes,No,Yes,4,3,0,272,0
CUST-1093,37,Female,Single,No,Islamabad,Month-to-Month,Credit Card,3023.08,21,Yes,Yes,No,5,3,10,14,0
CUST-1094,45,Female,Married,Yes,Lahore,Month-to-Month,Credit Card,5946.37,18,No,Yes,No,5,3,3,128,1
CUST-1095,28,Female,Single,No,Quetta,Month-to-Month,Credit Card,4324.49,60,Yes,Yes,No,5,2,3,60,0
CUST-1096,21,Male,Married,Yes,Lahore,Month-to-Month,Bank Transfer,1473.22,18,No,No,Yes,2,1,10,227,0
CUST-1097,32,Male,Single,Yes,Quetta,Month-to-Month,Cash,6125.46,1,Yes,No,No,2,5,2,17,1
CUST-1098,23,Male,Married,No,Peshawar,Month-to-Month,Credit Card,1244.22,14,No,Yes,No,2,4,7,45,0
CUST-1099,66,Female,Single,Yes,Quetta,One Year,Bank Transfer,6792.87,8,No,Yes,No,2,2,2,38,0
CUST-1100,47,Male,Married,No,Lahore,Month-to-Month,Credit Card,7485.67,66,No,No,No,3,0,4,124,0
CUST-1101,55,Female,Single,Yes,Peshawar,Month-to-Month,Bank Transfer,2918.34,51,Yes,No,No,5,0,1,360,0
CUST-1102,68,Female,Married,No,Karachi,Month-to-Month,Credit Card,7446.07,60,No,No,No,3,2,5,64,0
CUST-1103,19,Male,Married,Yes,Islamabad,Two Year,Credit Card,6447.56,34,Yes,Yes,No,4,4,5,253,0
CUST-1104,32,Female,Married,Yes,Lahore,Two Year,Bank Transfer,7418.27,36,No,No,No,1,0,7,262,0
CUST-1105,28,Male,Married,No,Lahore,Month-to-Month,Bank Transfer,5497.03,62,No,No,Yes,3,4,7,112,1
CUST-1106,25,Male,Married,No,Lahore,Month-to-Month,Cash,2267.33,1,No,No,Yes,2,3,0,102,1
CUST-1107,43,Male,Married,Yes,Peshawar,Two Year,Cash,7208.92,42,Yes,No,Yes,2,2,4,49,1
CUST-1108,68,Female,Married,Yes,Karachi,Month-to-Month,Bank Transfer,1881.99,1,Yes,Yes,No,4,3,1,277,1
CUST-1109,62,Male,Married,No,Quetta,Month-to-Month,Cash,2097.95,54,Yes,No,Yes,5,0,9,227,1
CUST-1110,61,Female,Married,Yes,Karachi,Month-to-Month,Bank Transfer,2532.97,47,No,Yes,Yes,1,4,4,23,1
CUST-1111,22,Male,Single,No,Peshawar,Month-to-Month,Cash,2781.85,39,Yes,Yes,Yes,3,3,9,332,1
CUST-1112,23,Male,Single,Yes,Lahore,Month-to-Month,Credit Card,4358.6,30,Yes,No,Yes,5,0,8,185,1
CUST-1113,43,Male,Married,No,Islamabad,Two Year,Cash,5850.93,7,No,No,Yes,5,1,3,64,0
CUST-1114,21,Female,Single,Yes,Lahore,One Year,Credit Card,7446.56,22,No,Yes,No,3,3,7,157,0
CUST-1115,36,Female,Married,No,Quetta,Month-to-Month,Credit Card,1163.28,50,Yes,No,Yes,3,1,0,283,0
CUST-1116,37,Female,Married,No,Islamabad,Two Year,Cash,7657.77,45,Yes,Yes,No,3,1,7,149,1
CUST-1117,50,Male,Single,Yes,Lahore,Month-to-Month,Bank Transfer,7409.92,72,Yes,No,No,3,5,5,327,1
CUST-1118,37,Male,Married,No,Islamabad,Month-to-Month,Credit Card,904.99,10,No,Yes,Yes,2,0,7,363,0
CUST-1119,66,Female,Married,Yes,Karachi,One Year,Credit Card,3202.41,14,No,Yes,No,5,2,5,169,0
CUST-1120,29,Female,Single,No,Peshawar,One Year,Cash,6598.58,46,No,Yes,Yes,5,4,10,133,0
CUST-1121,64,Female,Single,No,Lahore,Month-to-Month,Bank Transfer,5086.82,6,No,No,No,2,0,2,314,1
CUST-1122,18,Female,Married,No,Quetta,Month-to-Month,Bank Transfer,6343.2,21,No,Yes,No,5,5,10,132,1
CUST-1123,43,Female,Single,Yes,Karachi,One Year,Cash,5892.75,62,Yes,Yes,Yes,3,5,7,197,0
CUST-1124,31,Female,Single,No,Lahore,One Year,Bank Transfer,4225.78,19,Yes,No,No,1,3,4,135,0
CUST-1125,55,Male,Married,Yes,Karachi,One Year,Cash,809.14,62,Yes,No,No,5,4,9,35,0
CUST-1126,54,Female,Single,No,Quetta,Month-to-Month,Cash,4882.01,53,No,Yes,No,1,5,4,220,0
CUST-1127,28,Male,Single,Yes,Lahore,Month-to-Month,Cash,864.25,24,No,Yes,No,1,2,6,185,1
CUST-1128,53,Male,Married,Yes,Quetta,Month-to-Month,Credit Card,5027.95,56,Yes,No,No,2,0,5,5,0
CUST-1129,30,Female,Single,Yes,Islamabad,Month-to-Month,Credit Card,6503.08,62,Yes,Yes,No,4,2,8,71,1
CUST-1130,60,Female,Single,No,Quetta,Two Year,Credit Card,4887.44,34,Yes,No,No,5,3,6,342,0
CUST-1131,20,Male,Married,Yes,Islamabad,Month-to-Month,Cash,7977.66,22,No,No,No,2,0,2,241,0
CUST-1132,50,Female,Married,No,Lahore,Month-to-Month,Credit Card,3919.0,68,No,No,Yes,2,3,10,351,0
CUST-1133,23,Female,Married,Yes,Islamabad,One Year,Credit Card,6116.21,57,No,Yes,No,1,4,10,297,1
CUST-1134,67,Male,Single,Yes,Lahore,Month-to-Month,Credit Card,5504.1,10,No,No,Yes,5,4,4,331,0
CUST-1135,27,Male,Married,Yes,Lahore,Month-to-Month,Cash,7935.74,66,No,Yes,Yes,2,2,8,193,0
CUST-1136,22,Male,Married,Yes,Peshawar,Two Year,Cash,5849.14,8,Yes,Yes,No,3,2,10,168,0
CUST-1137,40,Female,Single,No,Lahore,Two Year,Cash,1730.23,38,Yes,No,No,2,4,9,339,0
CUST-1138,27,Male,Married,Yes,Islamabad,One Year,Credit Card,7666.38,62,No,No,Yes,3,1,1,236,0
CUST-1139,61,Female,Married,Yes,Peshawar,Month-to-Month,Bank Transfer,5508.33,28,No,No,Yes,4,4,0,294,0
CUST-1140,19,Male,Married,No,Peshawar,One Year,Credit Card,945.04,10,Yes,No,Yes,3,0,10,298,0
CUST-1141,30,Male,Married,Yes,Lahore,One Year,Credit Card,5431.76,45,No,Yes,No,3,3,7,248,0
CUST-1142,57,Male,Single,Yes,Quetta,Month-to-Month,Cash,7123.4,65,No,Yes,No,1,4,7,165,0
CUST-1143,19,Female,Married,Yes,Quetta,Month-to-Month,Cash,4827.81,67,Yes,No,No,2,4,1,312,0
CUST-1144,37,Female,Married,Yes,Peshawar,Two Year,Credit Card,3155.15,9,No,Yes,Yes,4,5,7,71,1
CUST-1145,18,Male,Single,No,Lahore,Month-to-Month,Credit Card,6656.82,5,No,No,No,2,3,4,231,0
CUST-1146,54,Male,Married,No,Quetta,One Year,Bank Transfer,6368.84,10,Yes,Yes,No,3,5,1,55,1
CUST-1147,26,Male,Single,Yes,Lahore,Month-to-Month,Bank Transfer,4581.37,12,No,Yes,No,3,3,6,182,0
CUST-1148,34,Female,Single,No,Lahore,Month-to-Month,Cash,1657.71,58,No,Yes,No,2,0,6,22,0
CUST-1149,26,Male,Single,No,Peshawar,Month-to-Month,Bank Transfer,2382.4,21,Yes,No,Yes,4,3,2,283,1
CUST-1150,28,Female,Married,Yes,Peshawar,Two Year,Bank Transfer,6038.63,21,Yes,Yes,No,4,2,0,105,0
CUST-1151,32,Male,Single,No,Karachi,Month-to-Month,Cash,6545.62,65,No,Yes,No,1,4,10,175,1
CUST-1152,41,Male,Single,Yes,Quetta,One Year,Bank Transfer,2594.49,3,Yes,Yes,Yes,3,3,3,294,0
CUST-1153,55,Male,Single,No,Quetta,One Year,Credit Card,3259.89,69,Yes,Yes,No,3,0,1,39,0
CUST-1154,52,Male,Married,No,Quetta,One Year,Bank Transfer,1082.24,64,No,No,Yes,1,3,3,60,0
CUST-1155,47,Male,Married,No,Islamabad,Two Year,Cash,5850.96,49,Yes,Yes,Yes,2,4,7,300,0
CUST-1156,48,Male,Married,Yes,Lahore,One Year,Credit Card,526.83,72,No,No,No,3,1,1,299,0
CUST-1157,66,Female,Married,No,Peshawar,Month-to-Month,Bank Transfer,849.06,17,Yes,No,Yes,2,3,0,212,0
CUST-1158,22,Male,Married,Yes,Quetta,Two Year,Credit Card,532.58,32,Yes,Yes,No,4,2,10,155,0
CUST-1159,61,Female,Married,Yes,Karachi,One Year,Credit Card,5339.9,70,No,Yes,Yes,5,4,2,173,1
CUST-1160,67,Male,Married,No,Quetta,Month-to-Month,Bank Transfer,3630.4,21,No,No,Yes,1,0,9,23,0
CUST-1161,31,Male,Single,Yes,Lahore,Month-to-Month,Bank Transfer,2731.6,7,No,No,No,3,4,6,240,0
CUST-1162,70,Female,Single,No,Lahore,Two Year,Cash,7345.26,7,Yes,No,Yes,1,5,5,209,0
CUST-1163,28,Male,Single,Yes,Peshawar,Month-to-Month,Cash,1946.02,27,No,Yes,No,4,1,5,122,0
CUST-1164,26,Female,Single,Yes,Islamabad,One Year,Credit Card,3420.26,8,No,Yes,No,4,0,6,253,0
CUST-1165,51,Female,Married,No,Peshawar,Month-to-Month,Cash,7552.34,28,Yes,No,No,4,1,7,141,0
CUST-1166,29,Male,Single,No,Quetta,Month-to-Month,Credit Card,3703.3,66,Yes,No,No,4,1,2,340,0
CUST-1167,52,Female,Single,No,Karachi,One Year,Credit Card,4660.2,71,Yes,No,Yes,5,2,2,362,0
CUST-1168,52,Female,Single,No,Peshawar,Month-to-Month,Cash,1102.53,47,No,Yes,No,2,3,9,320,0
CUST-1169,18,Male,Single,Yes,Islamabad,Month-to-Month,Cash,6426.25,10,Yes,Yes,Yes,2,2,7,153,1
CUST-1170,57,Female,Married,Yes,Peshawar,One Year,Cash,3670.69,33,Yes,No,No,5,2,6,214,0
CUST-1171,39,Male,Married,Yes,Lahore,Month-to-Month,Bank Transfer,6503.86,7,No,Yes,Yes,2,5,9,308,1
CUST-1172,46,Male,Married,No,Quetta,One Year,Credit Card,2403.48,3,Yes,No,Yes,4,2,4,48,0
CUST-1173,25,Male,Single,Yes,Quetta,Two Year,Credit Card,3668.59,14,Yes,Yes,Yes,2,0,3,317,0
CUST-1174,28,Male,Married,No,Quetta,One Year,Credit Card,6399.12,44,No,No,Yes,1,3,5,17,1
CUST-1175,58,Female,Single,Yes,Quetta,Month-to-Month,Cash,7804.08,46,Yes,Yes,No,2,3,8,296,1
CUST-1176,54,Male,Married,No,Quetta,Month-to-Month,Cash,947.19,61,No,Yes,No,1,0,5,331,0
CUST-1177,31,Male,Married,Yes,Quetta,One Year,Cash,6593.42,36,No,Yes,Yes,3,2,7,345,0
CUST-1178,47,Female,Married,Yes,Karachi,Two Year,Cash,2755.17,13,No,Yes,Yes,1,2,0,69,0
CUST-1179,52,Male,Married,No,Islamabad,Two Year,Cash,4630.57,16,No,Yes,No,1,1,5,85,0
CUST-1180,38,Male,Married,Yes,Quetta,Two Year,Bank Transfer,2675.69,5,No,Yes,Yes,4,1,1,282,0
CUST-1181,54,Female,Single,No,Islamabad,Month-to-Month,Cash,5100.84,38,Yes,Yes,Yes,4,5,2,208,1
CUST-1182,22,Female,Married,Yes,Quetta,Month-to-Month,Credit Card,3153.52,50,No,No,No,4,4,5,40,0
CUST-1183,36,Female,Single,Yes,Peshawar,Month-to-Month,Cash,3002.11,38,No,No,Yes,1,1,1,96,0
CUST-1184,31,Female,Single,No,Quetta,Month-to-Month,Credit Card,784.54,56,No,No,Yes,5,3,3,250,0
CUST-1185,43,Female,Single,No,Lahore,Month-to-Month,Cash,1602.2,63,No,Yes,No,4,0,5,136,0
CUST-1186,21,Female,Single,Yes,Karachi,Two Year,Cash,7378.09,48,Yes,Yes,Yes,4,2,4,73,0
CUST-1187,42,Female,Single,Yes,Peshawar,Month-to-Month,Credit Card,7987.08,59,Yes,Yes,No,1,4,5,301,0
CUST-1188,62,Male,Married,Yes,Peshawar,Month-to-Month,Credit Card,6353.9,44,Yes,No,No,3,1,5,273,1
CUST-1189,59,Female,Married,Yes,Lahore,Month-to-Month,Credit Card,2651.09,55,No,No,No,3,4,7,169,0
CUST-1190,42,Female,Married,Yes,Quetta,Two Year,Credit Card,3518.34,55,Yes,No,No,2,0,8,333,0
CUST-1191,35,Female,Married,Yes,Karachi,One Year,Bank Transfer,6046.28,1,Yes,No,Yes,3,0,4,198,0
CUST-1192,57,Male,Single,No,Peshawar,One Year,Credit Card,7763.85,8,No,No,No,4,4,5,347,0
CUST-1193,25,Male,Married,No,Karachi,Two Year,Cash,3916.03,4,No,No,No,5,4,5,106,0
CUST-1194,56,Female,Married,No,Peshawar,Month-to-Month,Cash,6721.42,53,Yes,Yes,Yes,2,5,5,101,1
CUST-1195,57,Female,Single,Yes,Quetta,One Year,Bank Transfer,7813.02,58,Yes,No,No,5,4,1,359,1
CUST-1196,31,Female,Single,Yes,Peshawar,Month-to-Month,Credit Card,7051.05,37,Yes,Yes,Yes,5,2,3,235,1
CUST-1197,49,Male,Married,Yes,Peshawar,Month-to-Month,Cash,2203.62,49,Yes,No,No,4,3,0,280,0
CUST-1198,68,Male,Married,No,Islamabad,Two Year,Bank Transfer,560.24,67,No,No,No,1,1,0,329,0
CUST-1199,55,Female,Single,No,Quetta,One Year,Cash,4190.61,19,No,Yes,No,1,1,0,106,1
CUST-1200,50,Male,Married,Yes,Lahore,Month-to-Month,Bank Transfer,4485.21,1,No,Yes,No,1,1,6,35,0
CUST-1201,40,Female,Married,Yes,Lahore,Month-to-Month,Bank Transfer,2009.38,29,No,Yes,Yes,3,4,0,157,1
CUST-1202,32,Male,Married,No,Quetta,One Year,Credit Card,2635.06,33,No,No,Yes,1,4,5,273,0
CUST-1203,50,Male,Married,No,Lahore,Month-to-Month,Bank Transfer,6238.65,52,Yes,No,Yes,4,5,1,240,0
CUST-1204,42,Female,Single,No,Quetta,Month-to-Month,Cash,4027.6,41,No,Yes,No,3,4,5,207,0
CUST-1205,34,Female,Single,Yes,Lahore,Month-to-Month,Cash,2880.16,23,No,No,No,1,5,5,245,1
CUST-1206,50,Female,Single,Yes,Islamabad,Month-to-Month,Credit Card,5169.7,5,Yes,Yes,No,5,5,10,93,1
CUST-1207,64,Female,Married,Yes,Lahore,Two Year,Credit Card,5395.7,71,No,No,Yes,4,2,2,109,0
CUST-1208,19,Male,Married,No,Peshawar,Month-to-Month,Bank Transfer,6270.47,57,Yes,No,No,4,2,7,306,1
CUST-1209,31,Male,Married,No,Quetta,Month-to-Month,Credit Card,1675.32,6,No,No,Yes,2,2,10,114,1
CUST-1210,70,Male,Married,Yes,Karachi,One Year,Cash,6061.38,49,No,Yes,Yes,4,2,3,24,0
CUST-1211,57,Female,Married,Yes,Karachi,Two Year,Cash,4995.71,22,No,No,Yes,5,0,6,293,0
CUST-1212,57,Male,Single,No,Quetta,Month-to-Month,Credit Card,931.79,4,Yes,Yes,No,4,2,3,252,0
CUST-1213,68,Female,Married,Yes,Islamabad,Month-to-Month,Credit Card,6330.84,72,No,Yes,No,2,2,0,267,0
CUST-1214,56,Male,Married,No,Lahore,Month-to-Month,Credit Card,3373.1,64,Yes,Yes,No,4,2,5,355,0
CUST-1215,68,Female,Single,No,Islamabad,One Year,Bank Transfer,2977.86,37,No,Yes,No,4,5,4,209,0
CUST-1216,23,Female,Married,Yes,Karachi,One Year,Bank Transfer,3860.56,31,No,Yes,Yes,2,1,8,55,0
CUST-1217,23,Male,Single,No,Quetta,Two Year,Cash,3096.31,37,Yes,Yes,Yes,4,1,8,27,0
CUST-1218,20,Female,Single,Yes,Quetta,Two Year,Bank Transfer,3037.14,45,Yes,Yes,No,3,1,10,323,0
CUST-1219,24,Female,Single,No,Islamabad,One Year,Bank Transfer,6560.58,8,No,Yes,No,4,3,7,2,0
CUST-1220,68,Male,Single,No,Islamabad,One Year,Bank Transfer,1433.79,40,Yes,Yes,No,1,0,6,68,0
CUST-1221,25,Female,Single,Yes,Lahore,Month-to-Month,Bank Transfer,7779.5,5,No,No,Yes,1,5,1,148,0
CUST-1222,59,Female,Married,No,Peshawar,Month-to-Month,Cash,4661.99,28,No,Yes,No,3,4,7,319,0
CUST-1223,69,Female,Single,Yes,Peshawar,Two Year,Credit Card,1871.93,9,Yes,No,Yes,4,5,2,328,0
CUST-1224,32,Male,Single,Yes,Lahore,Month-to-Month,Cash,1484.12,2,Yes,Yes,Yes,5,2,5,130,0
CUST-1225,64,Male,Married,No,Peshawar,Month-to-Month,Bank Transfer,4936.32,63,Yes,No,Yes,4,1,9,83,0
CUST-1226,46,Female,Married,Yes,Karachi,One Year,Credit Card,5247.5,51,No,No,Yes,1,5,6,42,1
CUST-1227,50,Male,Single,Yes,Peshawar,Month-to-Month,Credit Card,897.69,31,Yes,No,Yes,2,0,5,156,0
CUST-1228,69,Female,Married,Yes,Lahore,One Year,Credit Card,2322.51,7,No,No,Yes,3,2,4,157,0
CUST-1229,47,Female,Married,Yes,Peshawar,One Year,Cash,6465.96,30,Yes,No,Yes,2,3,3,107,1
CUST-1230,56,Female,Single,Yes,Quetta,Month-to-Month,Credit Card,872.18,58,Yes,No,No,5,4,1,284,0
CUST-1231,44,Female,Single,Yes,Islamabad,Two Year,Cash,6913.16,3,Yes,Yes,No,4,2,8,188,0
